flight_state,concept,case_id,ranking_metric,CL,CDiw,baseline_CDiw,CDiw_reduction_percent,half_wing_root_bending_Nm,root_bending_utilization,feasible
early_cruise,rigid,rigid_baseline,CDiw,0.529281208948,0.010688986273,0.010688986273,0.000000000,2926583.3084655334,1.0000000000000000,True
early_cruise,conventional_hinged,conv_g02_c06,CDiw,0.529281141056,0.010682105004,0.010688986273,0.064377190,2925876.5968759255,0.9997585199137973,True
early_cruise,trailing_edge,trailing_edge_seed_r02,CDiw,0.529286633262,0.010536741884,0.010688986273,1.424310829,2913146.1932869265,0.9954085998031430,True
early_cruise,twist,ff_tw_b02_c01_early_min_cdiw,CDiw,0.529284033522,0.010578796141,0.010688986273,1.030875419,2926206.7471082187,0.9998713307233642,True
late_cruise,rigid,rigid_baseline,CDiw,0.544099200173,0.011298803967,0.011298803967,0.000000000,2202930.7761099880,0.7527312719025343,True
late_cruise,conventional_hinged,conv_g01_c19,CDiw,0.544102250421,0.011059146779,0.011298803967,2.121084574,2322933.7230704870,0.7937357246421418,True
late_cruise,trailing_edge,ff_te_b01_c03_late_min_cdiw,CDiw,0.544103584574,0.010812748154,0.011298803967,4.301834198,2329940.2049100124,0.7961298071270854,True
late_cruise,twist,ff_tw_b01_c03_late_min_cdiw,CDiw,0.544101142921,0.010811525604,0.011298803967,4.312654370,2342912.4196656600,0.8005623529965720,True
